Population size: 400; Iteration times:50;

-----------solution 0-----------
Rank:0; Cluster number:3; Adapt values:0.8541257102484576 6.256464241476915 0.508781899529965
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	2
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	1
51	2
52	1
53	2
54	2
55	2
56	2
57	2
58	2
59	2
60	0
61	2
62	2
63	2
64	2
65	2
66	2
67	2
68	2
69	2
70	2
71	2
72	2
73	2
74	2
75	2
76	2
77	1
78	2
79	2
80	2
81	2
82	2
83	2
84	2
85	2
86	2
87	2
88	2
89	2
90	2
91	2
92	2
93	2
94	2
95	2
96	2
97	2
98	0
99	2
100	1
101	2
102	1
103	1
104	1
105	1
106	2
107	1
108	1
109	1
110	1
111	1
112	1
113	2
114	2
115	1
116	1
117	0
118	1
119	2
120	1
121	2
122	1
123	2
124	1
125	1
126	2
127	2
128	1
129	1
130	1
131	1
132	1
133	2
134	2
135	1
136	1
137	1
138	2
139	1
140	1
141	1
142	2
143	1
144	1
145	1
146	1
147	1
148	1
149	2
-----------solution 1-----------
Rank:0; Cluster number:3; Adapt values:0.7165359339524889 4.578570997291578 0.5638063886044837
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	2
51	2
52	2
53	2
54	2
55	2
56	2
57	2
58	2
59	2
60	2
61	2
62	2
63	2
64	2
65	2
66	2
67	2
68	2
69	2
70	2
71	2
72	2
73	2
74	2
75	2
76	2
77	2
78	2
79	2
80	2
81	2
82	2
83	2
84	2
85	2
86	2
87	2
88	2
89	2
90	2
91	2
92	2
93	2
94	2
95	2
96	2
97	2
98	2
99	2
100	1
101	2
102	1
103	1
104	1
105	1
106	2
107	1
108	1
109	1
110	1
111	1
112	1
113	2
114	2
115	1
116	1
117	1
118	1
119	2
120	1
121	2
122	1
123	2
124	1
125	1
126	2
127	2
128	1
129	1
130	1
131	1
132	1
133	2
134	2
135	1
136	1
137	1
138	2
139	1
140	1
141	1
142	2
143	1
144	1
145	1
146	2
147	1
148	1
149	2
-----------solution 2-----------
Rank:0; Cluster number:3; Adapt values:0.8426660803493206 6.253341454725427 0.5138975640953141
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	2
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	2
51	2
52	1
53	2
54	2
55	2
56	2
57	2
58	2
59	2
60	0
61	2
62	2
63	2
64	2
65	2
66	2
67	2
68	2
69	2
70	2
71	2
72	2
73	2
74	2
75	2
76	2
77	1
78	2
79	2
80	2
81	2
82	2
83	2
84	2
85	2
86	2
87	2
88	2
89	2
90	2
91	2
92	2
93	2
94	2
95	2
96	2
97	2
98	0
99	2
100	1
101	2
102	1
103	1
104	1
105	1
106	2
107	1
108	1
109	1
110	1
111	1
112	1
113	2
114	2
115	1
116	1
117	0
118	1
119	2
120	1
121	2
122	1
123	2
124	1
125	1
126	2
127	2
128	1
129	1
130	1
131	1
132	1
133	2
134	1
135	1
136	1
137	1
138	2
139	1
140	1
141	1
142	2
143	1
144	1
145	1
146	2
147	1
148	1
149	2
-----------solution 3-----------
Rank:0; Cluster number:3; Adapt values:0.8167220879730378 5.92431899589186 0.524344390755157
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
